txId,Degree,InDegree,outDgree,Between,PageRank,class
4855592,3,3,0,0.0,8.843019666952632e-06,unknown
231995264,3,1,2,0.0,2.233331147359588e-06,2
232468876,4,3,1,0.0,8.827924310564586e-06,2
231994250,3,1,2,0.0,7.4424584573067215e-06,unknown
232910950,27,26,1,0.0,4.6611335985812887e-05,unknown
3907739,2,1,1,0.0,2.836854367481494e-06,unknown
230438749,3,1,2,0.0,4.639401930276042e-06,unknown
232687445,3,1,2,0.0,3.343260095862983e-06,unknown
189305695,1,1,0,0.0,3.108196611533618e-06,2
2819887,1,0,1,0.0,1.7877641509957557e-06,unknown
232956426,4,3,1,4.41680939504434e-08,1.4839130940564677e-05,unknown
230530380,3,1,2,0.0,3.861653957842429e-06,unknown
230474094,2,0,2,0.0,1.7877641509957557e-06,unknown
230473989,3,2,1,0.0,4.121008068296597e-06,unknown
75604389,1,0,1,0.0,1.7877641509957557e-06,unknown
75604980,2,1,1,0.0,3.343260095862983e-06,unknown
232440027,4,2,2,0.0,6.312272437843507e-06,2
232448376,3,2,1,0.0,4.621768545830418e-06,2
230471946,1,0,1,0.0,1.7877641509957557e-06,unknown
231429973,4,3,1,0.0,6.4542519855974386e-06,unknown
79642404,3,2,1,0.0,1.186422256056691e-05,unknown
71136742,3,2,1,0.0,1.309715276361769e-05,unknown
232897313,2,1,1,0.0,4.615111304151239e-06,unknown
231168875,2,1,1,0.0,5.392859276584852e-06,unknown
230537133,2,1,1,0.0,6.664710484873109e-06,2
230537117,28,28,0,0.0,7.828591640433658e-05,unknown
232040268,3,2,1,0.0,1.4101762558696104e-05,unknown
230467682,3,2,1,0.0,1.2427941688804927e-05,unknown
2756358,2,1,1,0.0,7.4424584573067215e-06,unknown
232432897,3,1,2,0.0,7.4424584573067215e-06,unknown
66396856,3,2,1,0.0,8.325592858842618e-06,unknown
13805515,3,2,1,0.0,8.78718154396939e-06,2
230470027,7,6,1,0.0,8.860053422343799e-06,2
2893869,1,1,0,0.0,1.166279559044559e-05,unknown
232634676,2,1,1,0.0,5.392859276584852e-06,unknown
232364856,3,1,2,0.0,5.935543764689101e-06,unknown
232440939,3,2,1,2.9445395966962265e-08,9.807880303488043e-06,unknown
79642776,3,2,1,2.4537829972468554e-08,1.255446827551344e-05,unknown
42953128,2,1,1,0.0,7.4424584573067215e-06,unknown
230424236,2,1,1,0.0,7.4424584573067215e-06,unknown
230449513,2,1,1,0.0,3.861653957842429e-06,2
230449518,2,1,1,0.0,5.392859276584852e-06,2
230529171,2,1,1,0.0,4.615111304151239e-06,unknown
14580549,3,3,0,0.0,1.0342677488836616e-05,unknown
86655785,2,1,1,0.0,7.4424584573067215e-06,unknown
230577422,2,1,1,0.0,7.4424584573067215e-06,unknown
232457903,2,1,1,0.0,1.8433175775981564e-06,2
11011839,2,1,1,0.0,3.382023273584715e-06,2
230471924,2,1,1,0.0,5.097226406407925e-06,unknown
232894488,2,1,1,0.0,4.639401930276042e-06,unknown
230391412,3,1,2,0.0,3.343260095862983e-06,2
2893846,11,2,9,0.0,3.7954971692831903e-06,unknown
230334809,1,0,1,0.0,1.7877641509957557e-06,unknown
230465219,4,2,2,0.0,3.6005973908362997e-06,2
230541525,3,1,2,0.0,4.615111304151239e-06,unknown
2880930,49,49,0,0.0,0.00014708832112972662,2
230452144,1,0,1,0.0,1.7877641509957557e-06,2
2706899,5,5,0,0.0,7.786574030497179e-06,2
230681119,3,2,1,0.0,7.821803301802478e-06,2
232472581,3,2,1,3.4352961961455975e-08,1.645335846411802e-05,2
232345632,1,0,1,0.0,1.7877641509957557e-06,unknown
230463877,3,1,2,0.0,3.343260095862983e-06,unknown
232916687,3,2,1,0.0,1.849974819277335e-06,2
232431856,3,1,2,0.0,5.392859276584852e-06,unknown
230683178,1,1,0,0.0,3.861653957842429e-06,unknown
230349226,2,0,2,0.0,1.7877641509957557e-06,unknown
233221331,2,1,1,0.0,2.5655121234293693e-06,unknown
81167039,2,1,1,0.0,7.4424584573067215e-06,unknown
230594121,3,1,2,0.0,7.4424584573067215e-06,unknown
232440137,3,1,2,0.0,1.7944213926749339e-06,2
230639246,2,2,0,0.0,7.802289148698031e-06,2
232399274,2,1,1,0.0,3.108196611533618e-06,unknown
232399270,1,1,0,0.0,5.392859276584852e-06,unknown
230659151,2,1,1,0.0,2.5655121234293693e-06,unknown
230467618,3,2,1,0.0,1.2855851214036965e-05,unknown
230467684,3,2,1,7.852105591189937e-08,1.1837289688927393e-05,unknown
230531179,4,2,2,0.0,8.220206429740336e-06,unknown
230437680,3,1,2,0.0,5.935543764689101e-06,unknown
19617883,3,2,1,7.361348991740566e-08,1.4369003971905947e-05,unknown
230411721,3,1,2,0.0,5.392859276584852e-06,unknown
35574259,2,1,1,0.0,3.861653957842429e-06,unknown
232957846,3,1,2,0.0,3.108196611533618e-06,unknown
232415197,6,5,1,0.0,2.0511045723156297e-05,2
232675389,3,2,1,0.0,1.159023807100007e-05,unknown
147419328,3,2,1,0.0,1.309715276361769e-05,unknown
233599193,3,2,1,0.0,9.953646323155366e-06,unknown
233599189,3,2,1,0.0,1.3178248566595168e-05,unknown
230591601,2,0,2,0.0,1.7877641509957557e-06,unknown
230555921,5,5,0,0.0,2.3758470459033098e-05,2
60519306,2,1,1,0.0,3.590311713790304e-06,unknown
230097992,2,1,1,0.0,4.639401930276042e-06,unknown
21763735,1,0,1,0.0,1.7877641509957557e-06,unknown
231990423,2,0,2,0.0,1.7877641509957557e-06,unknown
12971085,4,3,1,0.0,6.08951144604099e-06,unknown
230344670,2,0,2,0.0,1.7877641509957557e-06,unknown
230521269,7,5,2,0.0,2.7456649521197626e-05,2
230521266,5,4,1,0.0,2.0627168374290605e-05,2
232431922,3,1,2,9.815131988987422e-09,4.039919686291954e-06,unknown
3272536,6,1,5,0.0,1.9605970337587806e-06,unknown
230724244,9,2,7,0.0,2.2958155333146376e-06,unknown
232047899,2,1,1,0.0,2.5655121234293693e-06,2
230540205,3,1,2,0.0,4.615111304151239e-06,unknown
232608734,2,1,1,0.0,3.590311713790304e-06,unknown
230597986,2,0,2,0.0,1.7877641509957557e-06,2
3878899,3,1,2,0.0,2.5655121234293693e-06,2
230351534,3,0,3,0.0,1.7877641509957557e-06,unknown
230586873,3,1,2,0.0,4.615111304151239e-06,unknown
230667453,2,1,1,0.0,3.590311713790304e-06,unknown
75597397,2,1,1,0.0,4.428629072071482e-06,unknown
90545645,4,3,1,0.0,1.0318386862711813e-05,unknown
232064964,3,1,2,0.0,3.108196611533618e-06,unknown
206139323,2,1,1,0.0,3.590311713790304e-06,unknown
230437630,4,2,2,0.0,7.065729784152317e-06,2
230649117,4,2,2,0.0,7.4424584573067215e-06,2
14550424,2,1,1,0.0,3.885944583967232e-06,unknown
232353291,3,2,1,9.815131988987422e-09,7.255976225226964e-06,2
183402062,2,1,1,0.0,4.639401930276042e-06,unknown
82950160,2,1,1,0.0,5.935543764689101e-06,unknown
232447742,3,2,1,1.9630263977974843e-08,1.159023807100007e-05,unknown
230401350,2,1,1,0.0,7.4424584573067215e-06,unknown
230401687,2,1,1,0.0,7.4424584573067215e-06,unknown
21018157,9,0,9,0.0,1.7877641509957557e-06,unknown
230347366,2,0,2,0.0,1.7877641509957557e-06,unknown
230658525,2,0,2,0.0,1.7877641509957557e-06,unknown
232450626,1,1,0,0.0,2.5655121234293693e-06,unknown
2864954,3,1,2,0.0,5.935543764689101e-06,unknown
33972940,2,1,1,0.0,4.615111304151239e-06,unknown
233227310,1,1,0,0.0,1.8433175775981564e-06,2
232673945,3,1,2,0.0,3.213583040635899e-06,unknown
232673949,3,1,2,0.0,3.213583040635899e-06,unknown
232354199,2,0,2,0.0,1.7877641509957557e-06,unknown
232346251,3,1,2,0.0,2.5655121234293693e-06,unknown
232959350,2,1,1,0.0,2.3062627992848314e-06,unknown
75604058,2,1,1,0.0,4.428629072071482e-06,unknown
232068042,2,1,1,0.0,7.4424584573067215e-06,unknown
232361296,2,1,1,0.0,5.513998048279979e-06,2
232361286,4,2,2,0.0,1.2011783787409191e-05,2
75600754,2,1,1,0.0,4.639401930276042e-06,unknown
75597795,2,1,1,0.0,5.935543764689101e-06,unknown
231996124,1,0,1,0.0,1.7877641509957557e-06,2
230473483,32,31,1,0.0,5.000813844187979e-05,2
230457910,3,1,2,0.0,5.392859276584852e-06,unknown
230523211,5,3,2,2.9445395966962265e-08,2.3796217352443668e-05,2
230523207,2,2,0,0.0,1.3804645029018244e-05,2
95906596,2,1,1,0.0,7.4424584573067215e-06,unknown
230578500,2,1,1,0.0,7.4424584573067215e-06,unknown
232035051,2,0,2,0.0,1.7877641509957557e-06,2
232036661,4,2,2,0.0,4.639401930276042e-06,2
31730193,2,1,1,0.0,5.392859276584852e-06,unknown
230569374,2,1,1,0.0,5.935543764689101e-06,unknown
230335074,2,0,2,0.0,1.7877641509957557e-06,unknown
230440142,4,2,2,0.0,3.9913310130695126e-06,unknown
232431890,2,1,1,0.0,5.392859276584852e-06,unknown
7196549,2,1,1,0.0,7.4424584573067215e-06,unknown
232418399,3,1,2,0.0,7.4424584573067215e-06,unknown
230400857,2,1,1,0.0,5.935543764689101e-06,unknown
230400870,3,1,2,0.0,7.4424584573067215e-06,unknown
232015620,2,1,1,0.0,7.4424584573067215e-06,unknown
49558738,2,1,1,0.0,7.4424584573067215e-06,unknown
233599185,3,2,1,0.0,1.4474390401008227e-05,unknown
233599198,3,2,1,0.0,1.3178248566595168e-05,unknown
232065266,3,1,2,0.0,3.861653957842429e-06,unknown
232073363,18,17,1,0.0,2.2133199673305616e-05,unknown
232009878,2,1,1,0.0,5.935543764689101e-06,unknown
232009889,2,1,1,0.0,7.4424584573067215e-06,2
232342532,2,1,1,0.0,3.590311713790304e-06,unknown
3877856,2,1,1,0.0,2.5655121234293693e-06,unknown
230437700,2,1,1,0.0,3.885944583967232e-06,2
5662056,3,2,1,0.0,3.3499173375421612e-06,2
230522934,3,2,1,1.4722697983481132e-08,1.0643729422585732e-05,2
230445151,3,1,2,0.0,3.590311713790304e-06,unknown
232899771,2,1,1,0.0,7.4424584573067215e-06,unknown
22013857,2,1,1,5.398322593943082e-08,4.639401930276042e-06,unknown
232903082,2,1,1,4.907565994493711e-08,5.935543764689101e-06,unknown
222399481,2,1,1,0.0,7.4424584573067215e-06,unknown
232893753,2,1,1,0.0,7.4424584573067215e-06,unknown
230456357,3,1,2,0.0,3.213583040635899e-06,unknown
232922109,2,1,1,0.0,3.213583040635899e-06,unknown
230645753,2,1,1,0.0,4.615111304151239e-06,unknown
76866419,2,1,1,0.0,5.392859276584852e-06,unknown
230418806,2,1,1,0.0,3.213583040635899e-06,unknown
230428367,2,1,1,0.0,4.639401930276042e-06,unknown
230439622,4,2,2,1.913950737852547e-07,1.0059032752257644e-05,unknown
93518448,3,2,1,6.870592392291195e-08,7.171116213254599e-06,unknown
40623301,2,0,2,0.0,1.7877641509957557e-06,2
2920819,2,1,1,0.0,2.5655121234293693e-06,2
230472251,2,0,2,0.0,1.7877641509957557e-06,unknown
230473461,20,19,1,0.0,0.00011227473335045175,2
232470505,1,0,1,0.0,1.7877641509957557e-06,unknown
232470504,2,2,0,0.0,8.99795440217395e-06,2
232957892,2,1,1,0.0,3.861653957842429e-06,unknown
3204359,2,1,1,0.0,5.392859276584852e-06,unknown
232054853,12,10,2,0.0,2.106710507885184e-05,2
105586706,2,1,1,0.0,1.2309411621146156e-05,unknown
233097530,3,2,1,2.9445395966962265e-08,7.466749083431525e-06,unknown
3717740,4,3,1,2.4537829972468554e-08,1.3392785633794617e-05,unknown
230456360,3,1,2,0.0,3.213583040635899e-06,unknown
230444451,5,3,2,0.0,7.4667490834315255e-06,2
16555074,3,3,0,0.0,7.090020410277121e-06,unknown
232017363,3,1,2,0.0,2.5655121234293693e-06,unknown
230451735,13,11,2,1.9630263977974843e-08,1.8640689369065803e-05,2
79111639,2,1,1,0.0,7.4424584573067215e-06,unknown
232403460,3,2,1,0.0,9.5406388902782e-06,unknown
232904009,2,1,1,0.0,4.435885942805116e-06,unknown
233220194,2,1,1,0.0,7.452923142672122e-06,unknown
230528722,2,1,1,0.0,1.0456287842541965e-05,2
230528710,21,21,0,0.0,7.415023327680304e-05,2
232342530,3,1,2,0.0,2.5655121234293693e-06,unknown
199529191,2,1,1,0.0,2.836854367481494e-06,unknown
232017777,3,1,2,0.0,3.861653957842429e-06,unknown
232054860,2,1,1,0.0,3.590311713790304e-06,unknown
230530309,3,1,2,0.0,2.5655121234293693e-06,unknown
75598059,3,2,1,0.0,8.762890917844585e-06,unknown
61820358,2,1,1,0.0,9.492057638028595e-06,unknown
3875116,3,1,2,0.0,2.5655121234293693e-06,2
230520120,3,1,2,0.0,2.836854367481494e-06,2
230531174,2,0,2,0.0,1.7877641509957557e-06,2
230531529,4,3,1,0.0,4.89875604073021e-06,unknown
232446225,1,0,1,0.0,1.7877641509957557e-06,2
182442258,2,2,0,0.0,1.8582127045983925e-05,2
230440527,3,1,2,0.0,7.4424584573067215e-06,unknown
230456382,2,1,1,0.0,4.615111304151239e-06,unknown
232404259,3,1,2,0.0,4.615111304151239e-06,unknown
230658164,1,0,1,0.0,1.7877641509957557e-06,unknown
75600755,2,1,1,0.0,3.343260095862983e-06,unknown
230425547,3,1,2,0.0,4.428629072071482e-06,unknown
232000581,2,1,1,0.0,3.108196611533618e-06,unknown
230716290,3,2,1,0.0,8.99795440217395e-06,unknown
73325019,1,0,1,0.0,1.7877641509957557e-06,unknown
230681123,4,3,1,0.0,1.2084842386673091e-05,2
232654975,3,1,2,0.0,3.885944583967232e-06,unknown
192392088,2,1,1,0.0,3.861653957842429e-06,unknown
232037400,3,1,2,0.0,2.5655121234293693e-06,2
232037399,4,2,2,0.0,4.910744174328167e-06,2
230517591,3,1,2,0.0,4.615111304151239e-06,unknown
3385562,1,1,0,0.0,3.590311713790304e-06,2
230464746,3,1,2,0.0,2.5655121234293693e-06,unknown
230464556,3,1,2,0.0,2.836854367481494e-06,unknown
2713814,2,1,1,0.0,7.4424584573067215e-06,unknown
185535373,2,1,1,0.0,7.4424584573067215e-06,unknown
19146132,11,0,11,0.0,1.7877641509957557e-06,unknown
232354183,13,11,2,9.32437538953805e-08,1.474971192588419e-05,2
14942862,4,3,1,0.0,4.121008068296597e-06,2
195237909,22,19,3,1.9630263977974843e-08,3.645957877557666e-05,2
230421654,2,1,1,0.0,1.7944213926749339e-06,2
183321578,2,1,1,0.0,3.350516966596618e-06,unknown
232392931,1,1,0,0.0,4.639401930276042e-06,2
3876606,2,0,2,0.0,1.7877641509957557e-06,2
232460526,2,1,1,0.0,2.5655121234293693e-06,2
230458741,2,1,1,0.0,3.343260095862983e-06,unknown
230458655,2,1,1,0.0,4.428629072071482e-06,unknown
230692824,3,2,1,0.0,8.99795440217395e-06,unknown
230551388,4,3,1,0.0,1.7034159519106478e-05,unknown
34162816,1,0,1,0.0,1.7877641509957557e-06,unknown
230539732,3,2,1,0.0,4.89875604073021e-06,2
232431910,4,2,2,0.0,9.5458712329609e-06,2
76866739,2,1,1,0.0,3.213583040635899e-06,unknown
87889632,2,1,1,0.0,4.639401930276042e-06,unknown
230444448,17,15,2,0.0,3.136513452668872e-05,2
4996915,2,1,1,0.0,1.177970457582866e-05,unknown
230464771,5,3,2,0.0,5.683347975732491e-06,2
20510018,8,7,1,0.0,1.9330299133548575e-05,unknown
230334719,1,0,1,0.0,1.7877641509957557e-06,unknown
232000584,4,3,1,0.0,6.761872989372322e-06,unknown
203812102,2,1,1,0.0,2.5655121234293693e-06,unknown
232431931,3,1,2,0.0,3.885944583967232e-06,2
230673815,2,1,1,0.0,2.5655121234293693e-06,unknown
232383231,3,1,2,0.0,3.885944583967232e-06,unknown
232034284,2,0,2,0.0,1.7877641509957557e-06,2
198358107,2,1,1,0.0,2.5655121234293693e-06,2
198363083,2,1,1,0.0,5.935543764689101e-06,unknown
198426420,2,1,1,0.0,7.4424584573067215e-06,unknown
2923374,1,1,0,0.0,1.8433175775981564e-06,unknown
53204358,2,1,1,0.0,5.935543764689101e-06,unknown
230586868,3,1,2,0.0,7.4424584573067215e-06,unknown
2754445,1,1,0,0.0,2.5655121234293693e-06,unknown
7460711,1,0,1,0.0,1.7877641509957557e-06,unknown
230470030,3,1,2,0.0,3.343260095862983e-06,unknown
230390238,2,0,2,0.0,1.7877641509957557e-06,unknown
230456623,16,15,1,2.9445395966962265e-08,2.8218264003354e-05,2
232903064,3,1,2,1.0796645187886164e-07,3.866886300525128e-06,unknown
113492022,2,1,1,5.889079193392453e-08,3.590311713790304e-06,unknown
232903069,3,1,2,0.0,5.935543764689101e-06,unknown
99506340,2,1,1,0.0,4.615111304151239e-06,unknown
2713749,1,0,1,0.0,1.7877641509957557e-06,unknown
56588535,7,7,0,0.0,2.9048738584716506e-05,unknown
232012309,2,1,1,0.0,3.885944583967232e-06,unknown
230411297,3,1,2,0.0,5.935543764689101e-06,unknown
230470029,2,0,2,0.0,1.7877641509957557e-06,2
230438482,4,2,2,0.0,3.6146023399151075e-06,2
230438479,4,2,2,0.0,5.935543764689102e-06,2
